Short ID,Name,Version,Family,Vendor,Release date,End of life,Code name,ID
opensuse10.3,openSUSE 10.3,10.3,linux,openSUSE,2007-10-04,2009-10-31,,http://opensuse.org/opensuse/10.3
opensuse11.0,openSUSE 11.0,11,linux,openSUSE,2008-06-19,2010-07-26,,http://opensuse.org/opensuse/11.0
opensuse11.1,openSUSE 11.1,11.1,linux,openSUSE,2008-12-18,2011-01-14,,http://opensuse.org/opensuse/11.1
opensuse11.2,openSUSE 11.2,11.2,linux,openSUSE,2009-11-12,2011-05-12,,http://opensuse.org/opensuse/11.2
opensuse11.3,openSUSE 11.3,11.3,linux,openSUSE,2010-07-15,2012-01-20,,http://opensuse.org/opensuse/11.3
opensuse11.4,openSUSE 11.4,11.4,linux,openSUSE,2011-03-10,2012-11-05,,http://opensuse.org/opensuse/11.4
opensuse12.1,openSUSE 12.1,12.1,linux,openSUSE,2011-11-16,2013-05-15,,http://opensuse.org/opensuse/12.1
opensuse12.2,openSUSE 12.2,12.2,linux,openSUSE,2012-09-05,2014-01-15,,http://opensuse.org/opensuse/12.2
opensuse12.3,openSUSE 12.3,12.3,linux,openSUSE,2013-03-13,2015-01-29,,http://opensuse.org/opensuse/12.3
opensuse13.1,openSUSE 13.1,13.1,linux,openSUSE,2013-11-19,2016-02-03,,http://opensuse.org/opensuse/13.1
opensuse13.2,openSUSE 13.2,13.2,linux,openSUSE,2014-11-04,2017-01-16,,http://opensuse.org/opensuse/13.2
opensuse42.1,openSUSE Leap 42.1,42.1,linux,openSUSE,2015-11-04,2017-05-04,,http://opensuse.org/opensuse/42.1
opensuse42.2,openSUSE Leap 42.2,42.2,linux,openSUSE,2016-11-16,2018-05-16,,http://opensuse.org/opensuse/42.2
opensusetumbleweed,openSUSE Tumbleweed,tumbleweed,linux,openSUSE,,,,http://opensuse.org/opensuse/tumbleweed
rhel-atomic-7.0,Red Hat Enterprise Linux Atomic Host 7.0,7,linux,"Red Hat, Inc",,,,http://redhat.com/rhel-atomic/7.0
rhel-atomic-7.1,Red Hat Enterprise Linux Atomic Host 7.1,7.1,linux,"Red Hat, Inc",,,,http://redhat.com/rhel-atomic/7.1
rhel-atomic-7.2,Red Hat Enterprise Linux Atomic Host 7.2,7.2,linux,"Red Hat, Inc",,,,http://redhat.com/rhel-atomic/7.2
rhel2.1,Red Hat Enterprise Linux 2.1,2.1,linux,"Red Hat, Inc",2002-03-26,2009-05-31,Pensacola,http://redhat.com/rhel/2.1
rhel2.1.1,Red Hat Enterprise Linux 2.1 Update 1,2.1.1,linux,"Red Hat, Inc",2003-02-14,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.1
rhel2.1.2,Red Hat Enterprise Linux 2.1 Update 2,2.1.2,linux,"Red Hat, Inc",2003-05-02,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.2
rhel2.1.3,Red Hat Enterprise Linux 2.1 Update 3,2.1.3,linux,"Red Hat, Inc",2003-12-19,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.3
rhel2.1.4,Red Hat Enterprise Linux 2.1 Update 4,2.1.4,linux,"Red Hat, Inc",2004-04-30,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.4
rhel2.1.5,Red Hat Enterprise Linux 2.1 Update 5,2.1.5,linux,"Red Hat, Inc",2004-08-18,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.5
rhel2.1.6,Red Hat Enterprise Linux 2.1 Update 6,2.1.6,linux,"Red Hat, Inc",2004-12-13,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.6
rhel2.1.7,Red Hat Enterprise Linux 2.1 Update 7,2.1.7,linux,"Red Hat, Inc",2005-04-28,2009-05-31,Pensacola,http://redhat.com/rhel/2.1.7
rhel3,Red Hat Enterprise Linux 3,3,linux,"Red Hat, Inc",2003-10-22,2014-01-30,Taroon,http://redhat.com/rhel/3
rhel3.1,Red Hat Enterprise Linux 3 Update 1,3.1,linux,"Red Hat, Inc",2004-01-16,2014-01-30,Taroon,http://redhat.com/rhel/3.1
rhel3.2,Red Hat Enterprise Linux 3 Update 2,3.2,linux,"Red Hat, Inc",2004-05-18,2014-01-30,Taroon,http://redhat.com/rhel/3.2
rhel3.3,Red Hat Enterprise Linux 3 Update 3,3.3,linux,"Red Hat, Inc",2004-09-03,2014-01-30,Taroon,http://redhat.com/rhel/3.3
rhel3.4,Red Hat Enterprise Linux 3 Update 4,3.4,linux,"Red Hat, Inc",2004-12-21,2014-01-30,Taroon,http://redhat.com/rhel/3.4
rhel3.5,Red Hat Enterprise Linux 3 Update 5,3.5,linux,"Red Hat, Inc",2005-05-20,2014-01-30,Taroon,http://redhat.com/rhel/3.5
rhel3.6,Red Hat Enterprise Linux 3 Update 6,3.6,linux,"Red Hat, Inc",2005-09-28,2014-01-30,Taroon,http://redhat.com/rhel/3.6
rhel3.7,Red Hat Enterprise Linux 3 Update 7,3.7,linux,"Red Hat, Inc",2006-03-15,2014-01-30,Taroon,http://redhat.com/rhel/3.7
rhel3.8,Red Hat Enterprise Linux 3 Update 8,3.8,linux,"Red Hat, Inc",2006-07-20,2014-01-30,Taroon,http://redhat.com/rhel/3.8
rhel3.9,Red Hat Enterprise Linux 3 Update 9,3.9,linux,"Red Hat, Inc",2007-06-15,2014-01-30,Taroon,http://redhat.com/rhel/3.9
rhel4.0,Red Hat Enterprise Linux 4.0,4,linux,"Red Hat, Inc",2005-02-15,2015-02-28,Nahant,http://redhat.com/rhel/4.0
rhel4.1,Red Hat Enterprise Linux 4.1,4.1,linux,"Red Hat, Inc",2005-06-09,2015-02-28,Nahant,http://redhat.com/rhel/4.1
rhel4.2,Red Hat Enterprise Linux 4.2,4.2,linux,"Red Hat, Inc",2005-10-05,2015-02-28,Nahant,http://redhat.com/rhel/4.2
rhel4.3,Red Hat Enterprise Linux 4.3,4.3,linux,"Red Hat, Inc",2006-03-07,2015-02-28,Nahant,http://redhat.com/rhel/4.3
rhel4.4,Red Hat Enterprise Linux 4.4,4.4,linux,"Red Hat, Inc",2006-08-11,2015-02-28,Nahant,http://redhat.com/rhel/4.4
rhel4.5,Red Hat Enterprise Linux 4.5,4.5,linux,"Red Hat, Inc",2007-05-01,2015-02-28,Nahant,http://redhat.com/rhel/4.5
rhel4.6,Red Hat Enterprise Linux 4.6,4.6,linux,"Red Hat, Inc",2007-11-15,2015-02-28,Nahant,http://redhat.com/rhel/4.6
rhel4.7,Red Hat Enterprise Linux 4.7,4.7,linux,"Red Hat, Inc",2008-07-24,2015-02-28,Nahant,http://redhat.com/rhel/4.7
rhel4.8,Red Hat Enterprise Linux 4.8,4.8,linux,"Red Hat, Inc",2009-05-18,2015-02-28,Nahant,http://redhat.com/rhel/4.8
rhel4.9,Red Hat Enterprise Linux 4.9,4.9,linux,"Red Hat, Inc",2011-02-16,2015-02-28,Nahant,http://redhat.com/rhel/4.9
rhel5.0,Red Hat Enterprise Linux 5.0,5,linux,"Red Hat, Inc",2007-03-14,2020-03-31,Tikanga,http://redhat.com/rhel/5.0
rhel5.1,Red Hat Enterprise Linux 5.1,5.1,linux,"Red Hat, Inc",2007-11-07,2020-03-31,Tikanga,http://redhat.com/rhel/5.1
rhel5.10,Red Hat Enterprise Linux 5.10,5.1,linux,"Red Hat, Inc",2013-10-01,2020-03-31,Tikanga,http://redhat.com/rhel/5.10
rhel5.11,Red Hat Enterprise Linux 5.11,5.11,linux,"Red Hat, Inc",2014-09-16,2020-03-31,Tikanga,http://redhat.com/rhel/5.11
rhel5.2,Red Hat Enterprise Linux 5.2,5.2,linux,"Red Hat, Inc",2008-05-21,2020-03-31,Tikanga,http://redhat.com/rhel/5.2
rhel5.3,Red Hat Enterprise Linux 5.3,5.3,linux,"Red Hat, Inc",2009-01-20,2020-03-31,Tikanga,http://redhat.com/rhel/5.3
rhel5.4,Red Hat Enterprise Linux 5.4,5.4,linux,"Red Hat, Inc",2009-09-02,2020-03-31,Tikanga,http://redhat.com/rhel/5.4
rhel5.5,Red Hat Enterprise Linux 5.5,5.5,linux,"Red Hat, Inc",2010-03-30,2020-03-31,Tikanga,http://redhat.com/rhel/5.5
rhel5.6,Red Hat Enterprise Linux 5.6,5.6,linux,"Red Hat, Inc",2011-01-12,2020-03-31,Tikanga,http://redhat.com/rhel/5.6
rhel5.7,Red Hat Enterprise Linux 5.7,5.7,linux,"Red Hat, Inc",2011-07-21,2020-03-31,Tikanga,http://redhat.com/rhel/5.7
rhel5.8,Red Hat Enterprise Linux 5.8,5.8,linux,"Red Hat, Inc",2012-02-21,2020-03-31,Tikanga,http://redhat.com/rhel/5.8
rhel5.9,Red Hat Enterprise Linux 5.9,5.9,linux,"Red Hat, Inc",2013-01-07,2020-03-31,Tikanga,http://redhat.com/rhel/5.9
rhel6.0,Red Hat Enterprise Linux 6.0,6,linux,"Red Hat, Inc",2010-11-10,2023-11-30,Santiago,http://redhat.com/rhel/6.0
rhel6.1,Red Hat Enterprise Linux 6.1,6.1,linux,"Red Hat, Inc",2011-05-19,2023-11-30,Santiago,http://redhat.com/rhel/6.1
rhel6.2,Red Hat Enterprise Linux 6.2,6.2,linux,"Red Hat, Inc",2011-12-06,2023-11-30,Santiago,http://redhat.com/rhel/6.2
rhel6.3,Red Hat Enterprise Linux 6.3,6.3,linux,"Red Hat, Inc",2012-06-21,2023-11-30,Santiago,http://redhat.com/rhel/6.3
rhel6.4,Red Hat Enterprise Linux 6.4,6.4,linux,"Red Hat, Inc",2013-02-21,2023-11-30,Santiago,http://redhat.com/rhel/6.4
rhel6.5,Red Hat Enterprise Linux 6.5,6.5,linux,"Red Hat, Inc",2013-11-21,2023-11-30,Santiago,http://redhat.com/rhel/6.5
rhel6.6,Red Hat Enterprise Linux 6.6,6.6,linux,"Red Hat, Inc",2014-10-14,2023-11-30,Santiago,http://redhat.com/rhel/6.6
rhel6.7,Red Hat Enterprise Linux 6.7,6.7,linux,"Red Hat, Inc",2015-07-22,2023-11-30,Santiago,http://redhat.com/rhel/6.7
rhel6.8,Red Hat Enterprise Linux 6.8,6.8,linux,"Red Hat, Inc",2016-05-10,2023-11-30,Santiago,http://redhat.com/rhel/6.8
rhel6.9,Red Hat Enterprise Linux 6.9,6.9,linux,"Red Hat, Inc",2017-03-21,2023-11-30,Santiago,http://redhat.com/rhel/6.9
rhel7.0,Red Hat Enterprise Linux 7.0,7,linux,"Red Hat, Inc",2014-06-10,,Maipo,http://redhat.com/rhel/7.0
rhel7.1,Red Hat Enterprise Linux 7.1,7.1,linux,"Red Hat, Inc",2015-03-05,,Maipo,http://redhat.com/rhel/7.1
rhel7.2,Red Hat Enterprise Linux 7.2,7.2,linux,"Red Hat, Inc",2015-11-19,,Maipo,http://redhat.com/rhel/7.2
rhel7.3,Red Hat Enterprise Linux 7.3,7.3,linux,"Red Hat, Inc",2016-11-03,,Maipo,http://redhat.com/rhel/7.3
rhel7.4,Red Hat Enterprise Linux 7.4,7.4,linux,"Red Hat, Inc",2017-08-01,,Maipo,http://redhat.com/rhel/7.4
rhl1.0,Red Hat Linux 1.0,1,linux,"Red Hat, Inc",1994-11-03,,Mother's Day,http://redhat.com/rhl/1.0
rhl1.1,Red Hat Linux 1.1,1.1,linux,"Red Hat, Inc",1995-08-01,,Mother's Day + 0.1,http://redhat.com/rhl/1.1
rhl2.0,Red Hat Linux 2.0,2,linux,"Red Hat, Inc",1995-09-20,,,http://redhat.com/rhl/2.0
rhl2.1,Red Hat Linux 2.1,2.1,linux,"Red Hat, Inc",1995-11-23,,,http://redhat.com/rhl/2.1
rhl3.0.3,Red Hat Linux 3.0.3,3.0.3,linux,"Red Hat, Inc",1996-05-01,,Picasso,http://redhat.com/rhl/3.0.3
rhl4.0,Red Hat Linux 4.0,4,linux,"Red Hat, Inc",1996-10-03,,Colgate,http://redhat.com/rhl/4.0
rhl4.1,Red Hat Linux 4.1,4.1,linux,"Red Hat, Inc",1997-02-03,,Vanderbilt,http://redhat.com/rhl/4.1
rhl4.2,Red Hat Linux 4.2,4.2,linux,"Red Hat, Inc",1997-05-19,,Biltmore,http://redhat.com/rhl/4.2
rhl5.0,Red Hat Linux 5.0,5,linux,"Red Hat, Inc",1997-12-01,,Hurricane,http://redhat.com/rhl/5.0
rhl5.1,Red Hat Linux 5.1,5.1,linux,"Red Hat, Inc",1998-05-22,,Manhattan,http://redhat.com/rhl/5.1
rhl5.2,Red Hat Linux 5.2,5.2,linux,"Red Hat, Inc",1998-11-02,,Apollo,http://redhat.com/rhl/5.2
rhl6.0,Red Hat Linux 6.0,6,linux,"Red Hat, Inc",1999-04-26,,Hedwig,http://redhat.com/rhl/6.0
rhl6.1,Red Hat Linux 6.1,6.1,linux,"Red Hat, Inc",1999-10-04,,Cartman,http://redhat.com/rhl/6.1
rhl6.2,Red Hat Linux 6.2,6.2,linux,"Red Hat, Inc",2000-04-03,,Zoot,http://redhat.com/rhl/6.2
rhl7,Red Hat Linux 7,7,linux,"Red Hat, Inc",2000-09-25,,Guinness,http://redhat.com/rhl/7
rhl7.1,Red Hat Linux 7.1,7.1,linux,"Red Hat, Inc",2001-04-16,2003-12-31,Seawolf,http://redhat.com/rhl/7.1
rhl7.2,Red Hat Linux 7.2,7.2,linux,"Red Hat, Inc",2001-10-22,2003-12-31,Enigma,http://redhat.com/rhl/7.2
rhl7.3,Red Hat Linux 7.3,7.3,linux,"Red Hat, Inc",2002-05-06,2003-12-31,Valhalla,http://redhat.com/rhl/7.3
rhl8.0,Red Hat Linux 8.0,8,linux,"Red Hat, Inc",2002-09-30,2003-12-31,Psyche,http://redhat.com/rhl/8.0
rhl9,Red Hat Linux 9,9,linux,"Red Hat, Inc",2003-03-31,2004-05-01,Shrike,http://redhat.com/rhl/9
sled10,SUSE Linux Enterprise Desktop 10,10,linux,SUSE,,,,http://suse.com/sled/10
sled10sp1,SUSE Linux Enterprise Desktop 10 SP1,10.1,linux,SUSE,2007-06-18,2008-11-30,,http://suse.com/sled/10.1
sled10sp2,SUSE Linux Enterprise Desktop 10 SP2,10.2,linux,SUSE,2008-05-19,2010-04-11,,http://suse.com/sled/10.2
sled10sp3,SUSE Linux Enterprise Desktop 10 SP3,10.3,linux,SUSE,2009-10-12,2011-10-11,,http://suse.com/sled/10.3
sled10sp4,SUSE Linux Enterprise Desktop 10 SP4,10.4,linux,SUSE,2011-04-12,2013-07-31,,http://suse.com/sled/10.4
sled11,SUSE Linux Enterprise Desktop 11,11,linux,SUSE,2009-03-24,2010-12-31,,http://suse.com/sled/11
sled11sp1,SUSE Linux Enterprise Desktop 11 SP1,11.1,linux,SUSE,2010-06-02,2012-08-31,,http://suse.com/sled/11.1
sled11sp2,SUSE Linux Enterprise Desktop 11 SP2,11.2,linux,SUSE,2012-02-15,2014-01-31,,http://suse.com/sled/11.2
sled11sp3,SUSE Linux Enterprise Desktop 11 SP3,11.3,linux,SUSE,2013-07-01,2016-01-31,,http://suse.com/sled/11.3
sled11sp4,SUSE Linux Enterprise Desktop 11 SP4,11.4,linux,SUSE,2015-07-15,2019-03-31,,http://suse.com/sled/11.4
sled12,SUSE Linux Enterprise Desktop 12,12,linux,SUSE,2014-10-27,2016-06-30,,http://suse.com/sled/12
sled12sp1,SUSE Linux Enterprise Desktop 12 SP1,12.1,linux,SUSE,2015-12-15,2017-05-31,,http://suse.com/sled/12.1
sled12sp2,SUSE Linux Enterprise Desktop 12 SP2,12.2,linux,SUSE,2016-11-08,,,http://suse.com/sled/12.2
sled9,SUSE Linux Enterprise Desktop 9,9,linux,SUSE,,,,http://suse.com/sled/9
sles10,SUSE Linux Enterprise Server 10,10,linux,SUSE,,,,http://suse.com/sles/10
sles10sp1,SUSE Linux Enterprise Server 10 SP1,10.1,linux,SUSE,2007-06-18,2008-11-30,,http://suse.com/sles/10.1
sles10sp2,SUSE Linux Enterprise Server 10 SP2,10.2,linux,SUSE,2008-05-19,2010-04-11,,http://suse.com/sles/10.2
sles10sp3,SUSE Linux Enterprise Server 10 SP3,10.3,linux,SUSE,2009-10-12,2011-10-11,,http://suse.com/sles/10.3
sles10sp4,SUSE Linux Enterprise Server 10 SP4,10.4,linux,SUSE,2011-04-12,2013-07-31,,http://suse.com/sles/10.4
sles11,SUSE Linux Enterprise Server 11,11,linux,SUSE,2009-03-24,2010-12-31,,http://suse.com/sles/11
sles11sp1,SUSE Linux Enterprise Server 11 SP1,11.1,linux,SUSE,2010-06-02,2012-08-31,,http://suse.com/sles/11.1
sles11sp2,SUSE Linux Enterprise Server 11 SP2,11.2,linux,SUSE,2012-02-15,2014-01-31,,http://suse.com/sles/11.2
sles11sp3,SUSE Linux Enterprise Server 11 SP3,11.3,linux,SUSE,2013-07-01,2016-01-31,,http://suse.com/sles/11.3
sles11sp4,SUSE Linux Enterprise Server 11 SP4,11.4,linux,SUSE,2015-07-15,2019-03-31,,http://suse.com/sles/11.4
sles12,SUSE Linux Enterprise Server 12,12,linux,SUSE,2014-10-27,2016-06-30,,http://suse.com/sles/12
sles12sp1,SUSE Linux Enterprise Server 12 SP1,12.1,linux,SUSE,2015-12-15,2017-05-31,,http://suse.com/sles/12.1
sles12sp2,SUSE Linux Enterprise Server 12 SP2,12.2,linux,SUSE,2016-11-08,,,http://suse.com/sles/12.2
sles9,SUSE Linux Enterprise Server 9,9,linux,SUSE,,,,http://suse.com/sles/9
solaris10,Solaris 10,10,solaris,Sun,,,,http://sun.com/solaris/10
solaris11,Oracle Solaris 11,11,solaris,Oracle,,,,http://oracle.com/solaris/11
solaris9,Solaris 9,9,solaris,Sun,,,,http://sun.com/solaris/9
ubuntu10.04,Ubuntu 10.04 LTS,10.04,linux,Canonical Ltd,2010-04-29,2015-04-30,Lucid Lynx,http://ubuntu.com/ubuntu/10.04
ubuntu10.10,Ubuntu 10.10,10.1,linux,Canonical Ltd,2010-10-10,2012-04-10,Maverick Meerkat,http://ubuntu.com/ubuntu/10.10
ubuntu11.04,Ubuntu 11.04,11.04,linux,Canonical Ltd,2011-04-28,2012-10-28,Natty Narwhal,http://ubuntu.com/ubuntu/11.04
ubuntu11.10,Ubuntu 11.10,11.1,linux,Canonical Ltd,2011-10-13,2013-05-09,Oneiric Ocelot,http://ubuntu.com/ubuntu/11.10
ubuntu12.04,Ubuntu 12.04 LTS,12.04,linux,Canonical Ltd,2012-04-26,2017-04-26,Precise Pangolin,http://ubuntu.com/ubuntu/12.04
ubuntu12.10,Ubuntu 12.10,12.1,linux,Canonical Ltd,2012-10-18,2014-05-16,Quantal Quetzal,http://ubuntu.com/ubuntu/12.10
ubuntu13.04,Ubuntu 13.04,13.04,linux,Canonical Ltd,2013-04-25,2014-01-27,Raring Ringtail,http://ubuntu.com/ubuntu/13.04
ubuntu13.10,Ubuntu 13.10,13.1,linux,Canonical Ltd,2013-10-17,2014-07-17,Saucy Salamander,http://ubuntu.com/ubuntu/13.10
ubuntu14.04,Ubuntu 14.04 LTS,14.04,linux,Canonical Ltd,2014-04-17,2019-04-17,Trusty Tahr,http://ubuntu.com/ubuntu/14.04
ubuntu14.10,Ubuntu 14.10,14.1,linux,Canonical Ltd,2014-10-23,2015-07-23,Utopic Unicorn,http://ubuntu.com/ubuntu/14.10
ubuntu15.04,Ubuntu 15.04,15.04,linux,Canonical Ltd,2015-04-23,2016-01-23,Vivid Vervet,http://ubuntu.com/ubuntu/15.04
ubuntu15.10,Ubuntu 15.10,15.1,linux,Canonical Ltd,2015-10-22,2016-07-22,Wily Werewolf,http://ubuntu.com/ubuntu/15.10
ubuntu16.04,Ubuntu 16.04,16.04,linux,Canonical Ltd,2016-04-21,2021-04-22,Xenial Xerus,http://ubuntu.com/ubuntu/16.04
ubuntu16.10,Ubuntu 16.10,16.1,linux,Canonical Ltd,2016-10-13,2017-07-20,Yakkety Yak,http://ubuntu.com/ubuntu/16.10
ubuntu17.04,Ubuntu 17.04,17.04,linux,Canonical Ltd,2017-04-13,,Zesty Zapus,http://ubuntu.com/ubuntu/17.04
ubuntu4.10,Ubuntu 4.10,4.1,linux,Canonical Ltd,2004-10-26,2006-04-30,Warty Warthog,http://ubuntu.com/ubuntu/4.10
ubuntu5.04,Ubuntu 5.04,5.04,linux,Canonical Ltd,2005-04-08,2006-10-31,Hoary Hedgehog,http://ubuntu.com/ubuntu/5.04
ubuntu5.10,Ubuntu 5.10,5.1,linux,Canonical Ltd,2005-10-12,2007-04-13,Breezy Badger,http://ubuntu.com/ubuntu/5.10
ubuntu6.06,Ubuntu 6.06 LTS,6.06,linux,Canonical Ltd,2006-06-01,2011-06-01,Dapper Drake,http://ubuntu.com/ubuntu/6.06
ubuntu6.10,Ubuntu 6.10,6.1,linux,Canonical Ltd,2006-10-26,2008-04-26,Edgy Eft,http://ubuntu.com/ubuntu/6.10
ubuntu7.04,Ubuntu 7.04,7.04,linux,Canonical Ltd,2007-04-19,2008-10-19,Feisty Fawn,http://ubuntu.com/ubuntu/7.04
ubuntu7.10,Ubuntu 7.10,7.1,linux,Canonical Ltd,2007-10-18,2009-04-18,Gutsy Gibbon,http://ubuntu.com/ubuntu/7.10
ubuntu8.04,Ubuntu 8.04 LTS,8.04,linux,Canonical Ltd,2008-04-24,2013-05-09,Hardy Heron,http://ubuntu.com/ubuntu/8.04
ubuntu8.10,Ubuntu 8.10,8.1,linux,Canonical Ltd,2008-10-30,2010-04-30,Intrepid Ibex,http://ubuntu.com/ubuntu/8.10
ubuntu9.04,Ubuntu 9.04,9.04,linux,Canonical Ltd,2009-04-23,2010-10-23,Jaunty Jackalope,http://ubuntu.com/ubuntu/9.04
ubuntu9.10,Ubuntu 9.10,9.1,linux,Canonical Ltd,2009-10-29,2011-04-30,Karmic Koala,http://ubuntu.com/ubuntu/9.10
win1.0,Microsoft Windows 1.0,1,win16,Microsoft Corporation,1985-11-20,2001-12-31,,http://microsoft.com/win/1.0
win10,Microsoft Windows 10,10,winnt,Microsoft Corporation,2015-07-29,,,http://microsoft.com/win/10
win2.0,Microsoft Windows 2.0,2,win16,Microsoft Corporation,1987-12-09,2001-12-31,,http://microsoft.com/win/2.0
win2.1,Microsoft Windows 2.1,2.1,win16,Microsoft Corporation,1988-05-27,2001-12-31,,http://microsoft.com/win/2.1
win2k,Microsoft Windows 2000,5,winnt,Microsoft Corporation,2000-02-17,2010-07-13,,http://microsoft.com/win/2k
win2k12,Microsoft Windows Server 2012,6.3,winnt,Microsoft Corporation,2012-09-04,,,http://microsoft.com/win/2k12
win2k12r2,Microsoft Windows Server 2012 R2,6.3,winnt,Microsoft Corporation,2013-10-18,,,http://microsoft.com/win/2k12r2
win2k3,Microsoft Windows Server 2003,5.2,winnt,Microsoft Corporation,2003-04-24,2015-07-14,,http://microsoft.com/win/2k3
win2k3r2,Microsoft Windows Server 2003 R2,5.2,winnt,Microsoft Corporation,2005-12-06,2015-07-14,,http://microsoft.com/win/2k3r2
win2k8,Microsoft Windows Server 2008,6,winnt,Microsoft Corporation,2008-02-27,2013-07-09,,http://microsoft.com/win/2k8
win2k8r2,Microsoft Windows Server 2008 R2,6.1,winnt,Microsoft Corporation,2009-10-22,2013-07-09,,http://microsoft.com/win/2k8r2
win3.1,Microsoft Windows 3.1,3.1,win16,Microsoft Corporation,1992-04-06,2001-12-31,,http://microsoft.com/win/3.1
win7,Microsoft Windows 7,6.1,winnt,Microsoft Corporation,2009-10-22,2015-01-13,,http://microsoft.com/win/7
win8,Microsoft Windows 8,6.2,winnt,Microsoft Corporation,,,,http://microsoft.com/win/8
win8.1,Microsoft Windows 8.1,6.3,winnt,Microsoft Corporation,,,,http://microsoft.com/win/8.1
win95,Microsoft Windows 95,4,win9x,Microsoft Corporation,1995-08-24,2001-12-13,,http://microsoft.com/win/95
win98,Microsoft Windows 98,4.1,win9x,Microsoft Corporation,1998-06-25,2006-07-11,,http://microsoft.com/win/98
winme,Microsoft Windows Millennium Edition,4.9,win9x,Microsoft Corporation,2000-09-14,2006-07-11,,http://microsoft.com/win/me
winnt3.1,Microsoft Windows NT Server 3.1,3.1,winnt,Microsoft Corporation,1993-07-27,2000-12-31,,http://microsoft.com/winnt/3.1
winnt3.5,Microsoft Windows NT Server 3.5,3.5,winnt,Microsoft Corporation,1994-09-21,2001-12-31,,http://microsoft.com/winnt/3.5
winnt3.51,Microsoft Windows NT Server 3.51,3.51,winnt,Microsoft Corporation,1995-05-30,2001-12-31,,http://microsoft.com/winnt/3.51
winnt4.0,Microsoft Windows NT Server 4.0,4,winnt,Microsoft Corporation,1996-08-24,2004-12-31,,http://microsoft.com/winnt/4.0
winvista,Microsoft Windows Vista,6,winnt,Microsoft Corporation,2006-11-30,2012-04-10,,http://microsoft.com/win/vista
winxp,Microsoft Windows XP,5.1,winnt,Microsoft Corporation,2001-10-25,2009-04-19,,http://microsoft.com/win/xp
